Name,Idiom,Time Sig,Num Parts,Num Lines
"Red Coat, The (An Coata Ruadh)",NA,NA,2,3
"Red Cottage Reel, The",Reel, C_ ,4,8
"Red Fox Hornpipe, The",Hornpipe,2_4,3,5
"Red Fox, The",Hornpipe,2_4,1,7
Red Hackle,NA,3_4,2,4
Red River Valley,NA,4_4,0,2
"Redcoat, The",Strathspey, C ,2,4
Redford Cottage,March,6_8,4,10
"Redhaired Hag, The",Jig,6_8,1,4
Redondo Beach,Hornpipe,2_4,4,8
"Reed In the Wheelwell, The",Reel,3_4,2,3
"Reedmaker, The",March,4_4,4,8
Reel Cookin',Reel, C_ ,2,4
Reel Me In,Reel,2_2,2,4
Reel O' Tulloch,Reel, C_ ,2,2
"Reel of the Canadian Scottish, The",Reel, C_ ,2,4
"Reel Of The MacFarlanes, The",Reel, C_ ,2,3
Reel of the MacFarlanes,Reel, C_ ,2,3
Reel,Reel, C_ ,2,3
"Rejected Suitor, The",Reel, C_ ,4,8
"Relentless Nag, The",Jig,6_8,2,4
Remember the Times,March,4_4,2,6
Resolis,Jig,6_8,4,8
Return of The Stone,March,6_8,4,8
Return to Alba,March,3_4,2,4
Reverend A.W.R McKenzie's Revenge,Hornpipe,2_4,4,10
"Rhodesian Regiment, The",March,2_4,6,12
Rhu Vaternish,Air,6_8,2,4
Richard Dwyer's,Reel,2_2,2,4
Ridgeway's Jig,Jig,6_8,4,8
Rigelian Rob,Hornpipe,2_4,4,8
Righil Thulaichean,Reel, C_ ,2,3
"Rights of Man, The",Hornpipe,2_4,2,4
"River Creed, The",March,6_8,4,8
Rivers Pipe Band 25th Anniversary,March,2_4,2,5
"Road to Ayr, The",NA,3_4,2,4
"Road To Gundagai, The",NA,NA,1,3
"Road To Jacob's Well, The",March,4_4,4,8
"Road to Lisdoonvarna, The",Jig,6_8,2,4
"Road to the Isles, The Parts 1 & 2",March,2_4,2,7
"Road to the Isles, The Parts 3 & 4",March,2_4,2,8
"Road to the Isles, The",March,2_4,2,5
Road to The Isles,March,2_4,2,4
"Road to the Mull of Oa, The",Jig,6_8,4,4
Roast Beef of Old England,NA,3_4,0,5
Rob Roy's Reel,Reel,4_4,1,2
Rob's Request Seconds,Hornpipe,NA,0,4
Rob's Request,Hornpipe,2_4,2,4
Robert A. MacKenzie of Bruichladdich,NA,2_4,4,8
Robert G. Ross,Hornpipe,2_4,4,8
Robin Adair,March,4_4,1,3
Robin and Lin's Wedding,Jig,6_8,4,9
"Rock and Wee Pickle Tow, The",March,6_8,2,5
Rock of Ages,NA,3_4,1,4
Rocking The Baby,Jig,6_8,2,4
"Rocky Road to Dublin, The",Jig,9_8,1,5
Rocky Road to Dublin,Reel,3_4,2,4
Rocky To The Bay,Hornpipe,2_4,4,8
Roddy McCorley,March,4_4,1,3
Rodney Hull Q.C.,Strathspey,NA,2,3
Roger the Tin Man,Jig,6_8,4,8
Ronda Blair,Hornpipe,2_4,4,10
"Rookery, The",Reel,NA,6,8
"Rooster, The",Jig,6_8,2,4
Rory Gallagher,Jig,6_8,2,4
Rory MacLeod,Jig,6_8,5,10
Rory O'More,March,6_8,2,6
"Rose Among, The Heather, The",Strathspey,NA,3,4
Rose for Charlie-Loch Ruan-The Gallawa Hills,March,NA,6,14
"Rose of Allandale, The",NA,4_4,0,4
Rose of Annandale,March,4_4,0,4
"Rose Of Arranmore, The",Air,3_4,0,4
"Rose of Kelvingrove, The",March,NA,2,4
"Rose, The",Slow Air,4_4,0,4
Roses O' Prince Charlie,March,4_4,1,4
"Ross Battery, The",March,6_8,4,10
Ross's Farewell to 2nd Scots Guards ,March,2_4,2,4
Ross-Shire Volunteers Farewell to Edinburgh,March,2_4,4,9
"Ross-Shire Volunteers, The",March,2_4,4,10
"Rothiemurchus Chant, The",Strathspey,NA,2,3
Round Cnaidhl Loch,Jig,6_8,8,8
"Roundabout, The",Hornpipe,2_4,3,6
"Rowan Tree, The with Seconds",March,4_4,4,8
"Rowan Tree, The",March,4_4,2,4
Rowd's Hornpipe,Hornpipe,2_4,2,5
Roxborough Castle,Reel, C_ ,2,5
Roy's Wife Of Aldivallock,Strathspey, C ,1,2
"Royal Mile, The",March,9_8,2,4
"Royal Scots Polka, The",Polka,2_4,2,12
Royal Scots Polka,Polka,2_4,4,10
"Royal Scottish Pipers Society, The",March,2_4,4,11
"Royal Stuart 1414, The",March,12_8,4,8
"Ruins of Tobruk, The",March,2_4,4,8
Rule Britannia - 88 bpm,NA,4_4,0,4
Rule Britannia,NA,4_4,2,4
Rum Skips,NA,6_8,2,4
"Runaway Train, The",NA,6_8,4,8
"Runs, The",Reel,NA,4,4
Rush Hour,Reel,2_2,4,8
Rush The Line,NA,4_4,2,4
"S.S.R.'s Farewell to, The Netherlands, The",March,6_8,2,5
"Saffron Kilt, The",March,6_8,2,4
"Sailor Boy, The",Air,5_4,1,2
"Sailor's Hornpipe, The",Hornpipe,2_4,2,4
Saint Andrew's Cross,March,2_4,2,4
Sally Wilson,March,4_4,3,6
Salterello,NA,6_8,4,15
"Saltire Tartan, The",Strathspey,NA,2,4
Salute to Andrew Sturdy,Hornpipe,2_4,4,8
Salute to the Royal Fendersmith 2nds,NA,12_8,2,4
Salute to the Royal Fendersmith,Slow Air,12_8,2,4
Sam's Strathspey,Jig,6_8,2,5
Samantha's Lullaby,Air,6_8,1,4
Sancho's Menudo,Jig,6_8,4,8
"Sand of Loch Bee, The",NA,4_4,0,4
"Sandpiper, The",Hornpipe,2_4,2,4
"Sands of Kuwait, The",March,6_8,3,9
Sandy Duff,Reel, C_ ,0,4
Sandy Stewart,Strathspey,NA,2,3
Sandy Strafed the Germans,Reel,NA,3,7
Sandy's Broken Jeep,Hornpipe,3_4,4,8
Sandy's New Chanter,Hornpipe,2_4,4,8
"Sarcastic Turnkey, The",Jig,6_8,4,11
Sarie Marais,NA,4_4,1,4
"Sash My Father Wore, The",March,4_4,0,4
Scarce O' Tatties,Jig,6_8,2,7
Scarlet Ribbons and Yosemite Set,NA,6_8,7,13
Scaurs of Cruden,NA,9_8,2,4
School's Out,March,2_4,2,5
Scooter The aka Baldrick's Jig,Jig,6_8,4,8
Scotch on the Rocks,NA,4_4,4,5
Scotland the Brave Jig,Jig,6_8,2,4
Scotland the Brave Pipeline,March,4_4,2,4
Scotland the Brave Reel,Reel, C_ ,1,4
Scotland the Brave,March,4_4,0,4
Scots Wha Hae,Slow Air,4_4,0,2
Scott's Gut Buster,Reel,NA,4,8
Scottish Power Pipe Band,Reel,NA,2,4
"Sea Gull, The",Jig,6_8,4,8
"Sea Monster, The",Hornpipe,2_4,3,7
Sea to Sea,Slow Air,6_8,2,4
Seaforth's Strathspey,Strathspey, C ,2,3
"Seagull, The",Jig,6_8,4,8
Sealladh Megan as Dunfion,Air,6_8,2,4
Seamus in the Roundabout,Hornpipe,2_4,4,8
Sean Coghlan's Jig,Jig,6_8,2,6
Sean Doherty's Dance,Jig,6_8,2,4
Sean O'Neill's March,March, C ,2,4
Sean South of Garry Owen,March,4_4,3,3
Sean Truibhais,Strathspey, C ,2,2
Sean's Jig,Jig,6_8,0,4
Seann Triubhas,NA,4_4,2,2
Semper Paratus aka U.S. Coast Guard aka Always Ready 2nds,March,4_4,1,6
Semper Paratus aka U.S. Coast Guard aka Always Ready,March,2_2,1,5
Send in the Clowns-Seconds,March,4_4,0,2
Send in the Clowns,March,4_4,0,4
"Send Off, The",Waltz,NA,6,8
Sentosa,Strathspey, C ,4,8
Seolta Geala,NA,6_8,2,4
Seonaid's Tune,March,9_8,2,4
Separation Anxiety,Slow Air,6_8,0,4
Sergeant Trevor Gray R.U.C,March,6_8,4,8
Set 79,March, C_ ,3,64
Setting a Course for Lewis,Slow Air,6_8,1,4
Seumas Taylor's Rant,Jig,6_8,1,8
Sgt_MacKenzie aka We Were Soldiers,Air,9_8,2,2
Shakey Fingers,Hornpipe,NA,2,10
Shall We Gather At The River,NA,4_4,0,4
Shana Golden,Air,6_8,1,3
Shane O'Neill's March,March,4_4,2,4
Shauna Lea,Hornpipe,2_4,4,8
She Moved Through The Fair,Slow Air,3_4,1,4
She Walked Thro' The Fair,Slow Air,5_4,1,2
She Wore A Yellow Ribbon,NA,4_4,0,8
"Sheepwife, The",Reel,NA,6,9
"Sheiling, The",NA,6_8,2,4
Shenandoah,Air,4_4,1,3
"Shepherd's Crook, The",Strathspey,NA,4,7
Shepherds Crook,Strathspey,NA,4,8
Ships Pass Here No More,March,NA,5,6
Shirley's Lullabye,Slow Air,6_8,2,4
Shoals of Herring or Sgoath Sgadan,NA,3_4,2,5
Shoals of Herring,NA,3_4,2,4
Shockwave aka Galei-Helem,Hornpipe,2_4,4,8
Shooting Star The (Orion's Arrow),Hornpipe,2_4,2,4
Shoots and Ladders,Slow Air,NA,2,1
"Shoreline of Lewis, The",Slow Air,6_8,2,4
Shovel Tongue,Reel, C_ ,2,4
Show Me The Way To Go Home,March,4_4,1,4
Si beg Si mor,Slow Air,6_8,1,4
Siberian Dance,Air,4_4,2,2
Side by Side,NA,4_4,2,6
"Siege of Delhi, The",March,2_4,3,8
Siege of Delhi,March,2_4,3,8
Silent Night,NA,6_8,0,4
"Silkie, The",Air,3_4,2,4
"Silliker March, The",March,2_4,4,9
"Silver Spear, The",Reel,NA,2,4
Silver Threads Among The Gold,March,4_4,0,4
Silver Threads,March,4_4,0,4
Simple Gifts,NA,4_4,0,8
"Simple Jig, The",Jig,6_8,2,5
"Simpsons, The",NA,4_4,2,2
Sine Bhan or Fair Jean,March,6_8,2,4
Sinead's Wedding,Reel,NA,2,4
Sir Colin Campbell's Farewell to the Crimea Harmony,NA,3_4,2,5
Sir Colin Campbell's Farewell to the Crimea,NA,3_4,2,5
Sir John A. MacDonald Society,March,4_4,2,4
Sir William Davidson Esq.,Hornpipe,2_4,2,4
Sister's Reel,Reel, C_ ,1,5
Skraagh The (Tuning Phrase Series),Slow Air,6_8,2,4
"Sky Soldiers, The",Reel,9_8,2,4
"Skye Boat Song, The 2nds",NA,6_8,2,5
"Skye Boat Song, The",March,6_8,2,2
Slane,Air,3_4,0,4
"Sleep Dearie, Sleep",Slow Air,6_8,2,5
Sleep Over,March,6_8,4,8
"Sleeping Tune, The",Air,6_8,2,4
Sleeping Tune,Slow Air,4_4,2,4
Sleepy Maggie,Reel,NA,4,4
"Slide Zone, The",Reel,NA,2,4
Sliding Across the Bus,Hornpipe,2_4,2,2
Slip Jig Set A Fig for a Kiss,Jig,9_8,7,11
Slow Air,Slow Air,NA,1,3
Smash the Windows aka Roaring Jelly,Jig,6_8,1,6
"Smith of Chillichassie, The",Reel, C_ ,1,11
"Smith of Chilliechassie, The",Reel, C_ ,6,11
Smith's A Gallant Fireman,Strathspey, C ,2,4
Smitty the Pencil Thief,Reel, C_ ,2,4
Smudge's Delight,Reel,2_4,4,8
Snake on the Road,NA,6_8,2,4
Snice,Reel,2_4,1,4
Sniffing the Whisky,NA,NA,2,5
"Snuff Wife, The",Jig,6_8,4,8
Snug in the Blanket,Jig,6_8,2,4
"Soldier's Return, The",March,4_4,2,3
"Soldier's Song, The",March, C ,0,6
Soldiers of Christ - Strength to Strength,NA,4_4,1,4
"Soldiers Return, The",March,2_4,2,4
Solus Lillis' Reel,Reel, C_ ,1,2
Some Say the Devil's Dead,Strathspey, C ,2,3
Somewhere My Love,Slow Air, C_ ,2,8
Somewhere Over the Rainbow,NA,4_4,2,6
Song for Mary,Air,6_8,0,8
Song For The Smallpipe Seconds,Slow Air, C ,2,4
Song For The Smallpipe,Slow Air, C ,2,4
Sonny Brogan's Mazurka,NA,3_4,2,4
"Sons of the Mountains, The",NA,3_4,2,2
Sons of Thunder,Jig,6_8,4,4
"Sorcerer, The",Hornpipe,2_4,4,10
Sosfan Vach,NA,4_4,1,6
"Sound of Sleat, The",Reel,NA,4,6
Sound Of Sleat,Reel,NA,2,6
Sounds Like The Star Spangled Banner,NA,3_4,0,8
"Sounds of the Pipes, The",March,2_4,2,7
"Soutars of Cromarty, The",March,6_8,4,8
South Hall,March,2_4,4,8
South Mountain Sweetpea,Slow Air,6_8,4,8
Spancil Hill,Slow Air,6_8,1,4
Speed the Plough,Reel, C_ ,2,4
Spice of Life,Jig,6_8,3,9
Spicy McHaggis Jig,Jig,NA,2,4
"Spider, The",Reel, C_ ,2,4
"Spirit of the Tattoo, The",March,4_4,1,4
"Spitfire's Mele, The",Hornpipe,2_4,4,8
Spogan,Hornpipe,2_4,3,10
Sporting Jamie,Strathspey,NA,1,3
"Sporting Pitchfork, The",Jig,6_8,2,2
"Spotted Bitch, The",Hornpipe, C ,1,2
"Sprig of Ivy, The",March,2_4,3,10
Spunky's Hornpipe,Hornpipe,2_4,4,8
Sruleen Geal,Waltz,6_8,2,4
Sruleen Park,March, C ,0,15
St Patrick's Day,March,6_8,1,6
St. Patrick's Day in the Morning,March,6_8,1,6
St. Patrick,March,6_8,2,6
Staff Room Of Doom,Reel, C_ ,2,5
Stage Fright,Hornpipe,2_4,2,4
Stan Creek,Reel,NA,2,2
Stand Up Stand Up For Jesus,NA,2_4,2,8
"Standard On The Braes Of Mar, The",Strathspey, C ,2,2
"Stanger, The",Air,6_8,2,4
Stanley Castle,March,2_4,4,8
"Star Chase, The",Jig,6_8,4,9
"Star of County Down, The",March,4_4,2,4
"Star Spangled Banner, The",NA,3_4,3,6
Star Wars Theme Complete,March,12_8,5,7
Star Wars,March,12_8,2,4
Starchilds Lament,Slow Air,4_4,1,2
Steal Away-Seconds,Slow Air,6_8,1,2
Steal Away,Slow Air,6_8,1,2
"Steam Boat, The",March,6_8,2,4
Steam Train to Mallaig-1st Harmonies Piper 3,NA,2_4,2,14
Steam Train to Mallaig-2nd Harmonies Piper 4,NA,2_4,2,14
Steam Train to Mallaig-Melody Piper 1 then Piper 2,NA,6_8,2,17
"Steampacket, The",NA, C_ ,0,7
Steve Sitton,March,6_8,4,8
Stevie's First Bar,Hornpipe,2_4,4,8
Stevie's Rockets,Reel,NA,4,8
Stewart MacKintosh The Jig,Jig,6_8,4,9
"Stickleback's Dance, The",Hornpipe,2_4,2,12
Still To Be Named,Jig,6_8,4,12
Stirling Brig,March,4_4,2,5
Stirling Castle,Strathspey,NA,2,3
"Stirlingshire Militia, The",March,2_4,4,9
"Stool of Repentance, The",Jig,6_8,4,8
Stool of Repentence,Jig,6_8,4,8
Stornoway Bay,March,3_4,2,4
Straiton Place,March,2_4,4,8
Strathspey and Reel Excercises,Reel,NA,0,2
"Strathspey King, The",Strathspey, C ,2,3
"Streaker,The",Hornpipe,2_4,4,8
Street Sweeper Hornpipe,Hornpipe,2_4,2,4
Struan Robertson,Strathspey, C ,2,6
Stuck in My Head,NA,2_4,2,5
Stuck N Traffic (Asleep On Rte. 8),Hornpipe,2_4,2,6
Stumpie,Strathspey, C ,2,3
Sturgeon Eggs P.B,Hornpipe,2_4,4,9
Sue's Last Frame,Hornpipe,2_4,4,8
Sugradh na hOiche Areir,Jig,9_8,4,4
Summerside Caledonia Pipe Band,Jig,6_8,4,10
Summertime Summertime,Air,6_8,1,2
"Sunday Walk to the Deli, The",NA,4_4,2,3
Sunset at Burwah,NA,6_8,2,4
Sunset on the Somme - Small Pipe Version,NA,3_4,2,4
Sunset on the Somme,Slow Air,3_4,2,2
Sunset Over Pretoria,Slow Air,6_8,2,6
Suo Gan,Air,3_4,0,3
Surrey Firefighters Pipes & Drums,March,2_4,2,8
Susan Galtere,March,2_4,4,9
Susan Macleod's Hornpipe,Hornpipe,2_4,4,8
Susan MacLeod,Strathspey, C ,4,8
Suzan Elizabeth's Reel,Reel, C_ ,2,2
"Swaggering Jig, The",Jig,9_8,1,4
"Swallow's Tail, The",Reel,NA,0,8
"Swallow-Tailed Coat, The",Reel, C_ ,1,4
Sweeney's (or Dennis Murphy's) Polka,Polka,2_4,1,4
Sweeney's Polka,Polka,2_4,0,4
Sweet Biddy Daly (Health to the Ladies),Jig,6_8,0,4
"Sweet By and By, The",NA, C ,0,4
Sweet Dreams Seconds,Slow Air,6_8,3,6
Sweet Dreams,Slow Air,6_8,3,6
"Sweet Maid of Glendaruel, The",March,2_4,2,4
"Sweet Maid of Mull, The",March,6_8,4,9
Sweet Nightingale,NA,3_4,1,5
Swy Gan,NA,NA,3,3
Sybil's Bridal Tune,NA,NA,2,5
T's Reel,Reel,2_2,2,3
Tabhair dom do Lamh,Air,3_4,0,6
"Table Philosophers Society, The",Jig,6_8,2,5
Tail Toddle,Reel,4_4,2,4
"Tailor's Daughter, The",Reel, C_ ,3,3
Tailor's Wife,Reel,NA,2,3
Take The High Road,March,2_4,1,4
"Taking of Beaumont Hamel, The",March,2_4,4,9
Taking of Beaumont Hamel,March,2_4,4,10
Talisker,March,6_8,2,4
Tam Bain's Lum,NA,2_4,0,8
Tansey Close Lassies,March, C ,2,4
Taps,Slow Air,3_4,0,2
"Tar Road to Sligo, The",Jig,6_8,0,5
Tarmac,Reel,NA,2,3
"Tartan Army, The",March,9_8,2,4
Tartan Man & The McGoo,Hornpipe,2_4,4,10
Taste for Blood,Hornpipe,2_4,2,4
Tawil Piper,March,4_4,2,4
Taymouth Castle,March,2_4,4,8
"Teatotaller, The",NA, C_ ,2,8
Teddy O'Neill,Air,6_8,1,4
Tell Me Ma,Polka,2_4,0,4
"Tenpenny Bit, The",Jig,6_8,2,4
Tenpenny Bit,Jig,6_8,3,3
Teribus,March,2_4,2,5
"Terror Time, The",Slow Air,6_8,1,4
Tessa's and Ivo's Trip from Forth William to Inverness,March,NA,4,8
Tessa's Jig,Jig,6_8,5,8
Tessie,NA,NA,0,4
"Texas Ranger, The",Slow Air,4_4,1,7
That Dawg Don' Hunt,Jig,6_8,4,11
The Owl's Hoot,Hornpipe,2_4,2,5
Theme for the Greenlands,March,2_4,2,4
Theme from Local Hero,Slow Air,4_4,1,5
Theme from The Magnificent Seven,March,4_4,1,2
There Be Whales,NA,2_4,4,9
Theresa Sodder aka Seamstress Waltz,Air,6_8,3,6
These Are My Mountains,March,3_4,2,4
"Thief of Lochaber, The",Jig,6_8,4,10
"Thin Man, The",Reel, C_ ,2,4
"Think Tank, The",Hornpipe,2_4,4,8
Third Time Lucky,Hornpipe,2_4,4,10
"Thistle of Scotland, The",March, C ,2,4
Thistle of Scotland,March, C ,0,4
Thomas Sander,March,4_4,0,4
Thomas Sanders,March,4_4,2,5
Thomson's Dirk,Reel, C_ ,4,8
Thornton Dick,Jig,2_4,2,2
Thornton Highland Games,March,6_8,4,9
Those Endearing Young Charms,Air,6_8,2,4
"Three Button Polka, The",Polka,2_4,4,8
"Three Devils, The",Hornpipe,2_4,4,9
"Three Hour Visit, The",Reel, C_ ,2,5
"Three Prophets, The",Jig,6_8,4,8
"Threshing Floor, The",Strathspey, C ,4,8
Throw the Dead Cat Under the Rug,Reel,NA,2,4
Throwing Smoke,Jig,6_8,4,8
Thug Mi Gaol,Air, C ,2,2
Thunderhead,Jig,6_8,2,4
Thunderstruck - Angus Thing (Alt),NA,2_2,20,45
Thunderstruck - Angus Thing,NA,2_2,31,60
Thunderstruck - Jig,Jig,6_8,11,30
Thunderstruck,Reel,NA,9,15
Thythtemth Ewwo,Jig,6_8,2,5
Time on my Hands,NA,4_4,2,4
Time Tripping,Jig,6_8,2,4
"Timepiece, The",Jig,6_8,4,8
Tiocfaidh tu Abhaile liom,Jig,6_8,2,4
Tir Nan Og,Slow Air,6_8,2,5
Tired Are We Carrying aka Gur Ann Sgith Taruinn Sinn,Reel, C_ ,0,4
"Titan's Ceilidh, The",Jig,9_8,4,4
Titanic,Slow Air,4_4,0,4
TNT,NA,2_4,11,18
To God Be the Glory,NA,3_4,0,6
Togail Curs Air Leodhas,Slow Air,6_8,2,4
Tolkien,Hornpipe,2_4,4,8
Tom Anderson,Jig,6_8,4,8
Tom Bowen's Hornpipe,Hornpipe,2_4,4,8
Tommy Tully's Air,Air,NA,0,4
Ton Bale Kadodal,NA,3_4,1,3
Ton Bale Kadoudal,March,3_4,1,3
Tones of Westlawn,Slow Air,NA,2,8
Tony's Timetable,Reel, C_ ,2,4
Too-Ra-Loo-Ra-Loo-Ral,Air,6_8,0,9
Toots and Hickory,Jig,6_8,4,4
Top Deck In Perth,Air, C ,1,8
Top Hat Tom,Hornpipe,2_4,5,10
"Top of Ben Lomand, The",March,6_8,2,4
Toronto Exhibition Park,March,6_8,2,5
Torosay Castle,NA,3_4,4,8
Touch Not the Cat But the Glove,Reel,NA,2,4
"Tourist, The",Hornpipe,2_4,4,8
"Town of Ballybay, The",Reel, C ,2,8
Traditional Reel - 4 Parts,Reel, C_ ,4,9
Traditional Reel,Reel, C_ ,1,4
"Train Journey North, The",Hornpipe,2_4,4,8
Train To Glascow,Jig,6_8,4,7
"Trees of North Uist, The",NA,6_8,4,10
Trelawney,NA,2_4,1,6
Trevor Buckley,Hornpipe,2_4,3,7
"Trip to Sligo, The",Jig,6_8,2,4
Tripping up the Stairs,Reel, C_ ,2,4
Triumph Street,March,9_8,2,4
"Triumph, The",March,4_4,2,5
"Troll Toss, The",Reel, C_ ,4,8
Trooper B. Zimmerman,March,4_4,2,8
"Trossachs, The",Air,2_4,2,4
"Troy's Strathspey, The",Strathspey, C ,2,14
Troy's Wedding,Jig,6_8,4,10
"Trust Controversy, The",NA,NA,4,12
Tug Argan Gap,March,6_8,4,9
"Tulliallan Walkabout, The",Hornpipe,2_4,4,8
Tulloch Castle,Strathspey, C ,4,8
Tullymore House,Jig,9_8,3,3
"Turning Point, The",NA,2_4,4,8
"Twelve Days of Christmas, The",NA,3_4,2,6
Twenty Men From Dublin Town,March,4_4,0,4
Twilights Misty Forests,Slow Air,6_8,2,4
Two Pints O' Heavy,March,6_8,2,4
"Two Ronnies' Maggies, The",March,4_4,2,5
Two Step Twins,Hornpipe,2_4,2,4
Two Tigers,March,4_4,1,2
Tygar's Smallpipe Obsession,Jig,NA,4,8
U.S Army March,March,2_4,1,5
Ukraine National Anthem,NA,4_4,1,6
"Un-Dawned Day, The",NA,5_4,2,4
Underneath the Carribean,Jig,6_8,2,4
University Hill,March,2_4,2,5
"Unjust Incarceration, The",NA,3_4,18,24
Unknown Jig,Jig,6_8,2,4
Unknown Reel From Logan's Tutor,Reel, C_ ,2,3
"Unknown Warrior, The",Slow Air,6_8,2,4
Unnamed Reel,Reel,NA,0,2
Up An Adam,Hornpipe,2_4,4,8
Up and Down Again,Jig,9_8,1,3
Up and Waur Them A Willie,March,2_4,2,4
Up In The Morning Early,March,6_8,2,4
Up To The Line,March,12_8,2,18
Uphold the Right,Hornpipe,2_4,4,8
Upside Down At Eden Court,Reel, C_ ,6,12
Upside Down In Eden Court,Reel,NA,5,12
Urquhart Castle,NA,2_4,3,9
"Vaal River Tragedy Waltz, The",Air,3_4,2,5
VE 75 Years,NA,6_8,6,10
Vector Zero,Hornpipe,2_4,4,8
Victoria Harbour,Air,6_8,2,4
"Victorian Brigade's Farewell to Muswellbrook, The",NA,2_4,4,8
Viper was Hacked,Waltz,3_4,2,5
Vive Le Canadienne 1st Pipe,NA,2_4,0,4
Vive Le Canadienne 2nd Pipe,NA,2_4,0,4
Vive Le Canadienne,NA,2_4,0,7
"Voodoo Piper's Jig, The",Jig,6_8,4,8
Wagenborgen,March,4_4,2,5
Waiting For A Name,NA,2_4,0,8
Waiting for the Skating,March,6_8,4,10
Wake Me Up - Avicii,March,4_4,4,5
Walking the Floor,Jig,6_8,2,4
Walking The Moon,Hornpipe,2_4,2,4
Walking the Plank,Hornpipe, C ,3,8
"Walls of Jerusalem, The",March,6_8,4,8
"Walrus, The",Hornpipe,2_4,4,11
Walter Douglas M.B.E,March,2_4,5,10
Walter's Crook,NA,2_4,3,8
Waltzing Matilda,Waltz,NA,2,3
Waly Waly (with harmonies),Air,4_4,3,6
"Wandering Piper, The",March,6_8,2,5
Warthog,March,2_4,4,8
Warwick the Flowering Rose,March,3_4,1,4
Washington to Antigonish,March,6_8,4,11
"Water is Wide, The",Slow Air,NA,1,2
Water is Wide,Air,4_4,0,4
"Water of Tyne, The",Air,6_8,1,2
"Waterman, The",Hornpipe,2_4,4,9
"Waters of Kylescu, The",March,6_8,1,4
"Way Back, The",Air,3_4,5,10
"Way of the Wanderer, The",Reel,NA,0,6
"Way Old Friends Do, The",NA,6_8,2,4
We Three Kings of Orient Are,NA,6_8,0,4
We Will Glorify,NA,3_4,1,2
We Will Rock You,NA,4_4,0,9
We Wish You a Merry Christmas,NA,3_4,2,4
We're No Awa' Tae Bide Awa',March,4_4,0,2
Wearing O' The Green,March,4_4,2,3
"Wearing of the Green, The",March,4_4,2,3
Wearing of the Green-Rakes of Mallow,Reel,4_4,3,5
"Weaver, The",Jig,9_8,4,5
Wee Alec From Fort William,Reel,NA,2,4
Wee Buns,Jig,6_8,2,4
Wee Crabbit Features,Reel, C_ ,2,3
Wee Cuddly Bundle,Hornpipe,2_4,2,5
Wee Geordie,Jig,6_8,2,4
"Wee Highland Laddie, The",March,4_4,2,4
"Wee Howff, The",Jig,6_8,4,10
"Wee Man From Skye, The",NA,2_4,4,9
Wee Michael's March,March,3_4,1,6
Wee Pat,Hornpipe,2_4,5,10
"Wee Red Casket, The",Reel, C_ ,2,4
Weel May The Keel Row,Strathspey,4_4,4,4
"Weird Jig, The",Jig,NA,4,8
Welcome Home,Reel,NA,2,4
Welcome the Piper,Jig,9_8,0,2
Welcome the Royal Irish Regiment,March,4_4,2,4
Welkom Pipers,March,2_4,2,8
Wellington Police Pipers in Australia,March,12_8,2,4
Wellington Sparrow's,Hornpipe,2_4,2,4
"West Awake, The",Air,4_4,0,4
"West End Hotel, The",Jig,6_8,3,3
West Wing,Hornpipe,2_4,4,8
Westering Home,March,6_8,2,4
Wexford Hornpipe,Hornpipe,4_4,1,4
Wha Saw the 42nd,March,4_4,1,4
Wha' Wadna Fight for Charlie,March,4_4,2,4
Wha'll Be King But Charlie,Jig,6_8,1,6
What Child Is This (Greensleeves),NA,6_8,2,4
What Shall We Do With The Drunken Sailor,NA,NA,0,4
What Will They Do On My 50th Birthday,Strathspey, C ,2,4
What Wonderous Love Is This,NA, C_ ,1,5
When I Grow Too Old To Dream,NA,6_8,2,4
When I Survey The Wondrous Cross,NA,4_4,1,3
When Irish Eyes are Smiling,Slow Air,6_8,1,4
When The Battle Is Over,March,3_4,2,4
When The Battle's O'er,March,3_4,2,4
When The Battle's Oer,March,3_4,2,4
When the Piper Plays,Slow Air, C ,1,2
When the Pipers Play,Slow Air,NA,1,2
When the Saints Go Marchin' In,March,4_4,1,2
Where's Ma Mace,Reel, C_ ,6,12
Whirlie Beat,Reel,NA,0,4
"Whiskey Boeys, The",Jig,6_8,4,8
Whistle O'er The Lave O't,Strathspey, C ,2,5
"Whistlebinkies, The",Jig,9_8,3,5
"Whistling Postman, The",Jig,6_8,2,5
Whistling Rufus,NA,4_4,0,33
"Whitby Runaround, The",Jig,6_8,4,10
White Cockade,March,2_4,2,4
White Horse Waltz,Waltz,6_8,3,6
Whittakers Welcome to Rotorua,March,4_4,2,4
Who Fears to Speak of '98,Air, C ,0,3
Wild Colonial Boy,March,6_8,0,4
Wild Mountain Thyme,Air,6_8,0,3
"Wild Mouse, The",Jig,NA,2,4
"Wild Rover, The",NA,6_8,2,4
Wild Thing,NA,4_4,0,3
"Wildman of Galilee, The",Hornpipe,2_4,4,8
Will Ye No Come Back Again,March,4_4,0,4
Will You Go To The Isle Of Skye,Reel, C_ ,2,3
William A. Galliah,Hornpipe,2_4,4,8
Willie Bishop,Hornpipe,2_4,4,8
Willie Clancy's Paidin O'Raifeartaigh,Jig,6_8,4,8
Willie Cummings Rant,Reel, C_ ,4,6
Willie Davie,Reel,NA,2,6
Willie Gray,Strathspey,NA,2,4
Willie Murray,Reel,NA,2,4
Willie's Brogues,Hornpipe,2_4,2,6
